,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1924,157,TRANSFER,291909.12,C1619689034,10962.0,0.0,C851834078,3106303.76,3398212.88,0,0
1925,189,CASH_OUT,53318.66,C1341421825,400.0,0.0,C1478928494,0.0,53318.66,0,0
1926,211,CASH_OUT,95741.73,C921062239,0.0,0.0,C245132791,329588.15,343826.88,0,0
1927,408,PAYMENT,1804.85,C187423565,4332.0,2527.15,M2013433978,0.0,0.0,0,0
1928,11,CASH_IN,257062.09,C1930394164,2392.0,259454.09,C1614837211,2827.31,0.0,0,0
1929,278,CASH_OUT,67091.39,C669576436,5025.0,0.0,C2146599323,0.0,67091.39,0,0
1930,233,CASH_IN,104034.54,C506602129,1761.0,105795.54,C1999524883,465505.6,361471.06,0,0
1931,138,PAYMENT,21939.52,C340486127,21381.0,0.0,M1796152593,0.0,0.0,0,0
1932,396,PAYMENT,27861.71,C1956170443,0.0,0.0,M456167188,0.0,0.0,0,0
1933,371,CASH_IN,179386.24,C901352831,128335.0,307721.24,C681065467,0.0,0.0,0,0
1934,212,CASH_IN,142479.39,C1987649637,9427.0,151906.39,C156511458,0.0,0.0,0,0
1935,160,PAYMENT,9496.63,C584428586,218013.64,208517.01,M1997566631,0.0,0.0,0,0
1936,594,PAYMENT,12797.56,C183391050,10277.0,0.0,M704741443,0.0,0.0,0,0
1937,205,CASH_OUT,138621.74,C1549445630,189.0,0.0,C1877002912,0.0,138621.74,0,0
1938,33,CASH_OUT,461822.04,C1760407658,0.0,0.0,C1923124940,644403.3,1106225.34,0,0
1939,322,TRANSFER,156824.27,C832179661,0.0,0.0,C1617669587,1157380.05,1314204.32,0,0
1940,34,CASH_IN,483465.98,C1782547824,41028.0,524493.98,C384572168,4157432.97,3673966.99,0,0
1941,326,PAYMENT,12683.4,C1304426855,31378.0,18694.6,M1020431102,0.0,0.0,0,0
1942,594,PAYMENT,15208.42,C165807019,0.0,0.0,M712296600,0.0,0.0,0,0
1943,94,PAYMENT,2332.67,C1442982463,0.0,0.0,M869965256,0.0,0.0,0,0
1944,133,CASH_IN,490009.77,C420168198,99889.12,589898.89,C1662761228,9081269.11,8591259.34,0,0
1945,211,CASH_OUT,186295.15,C1632586820,0.0,0.0,C133715443,1461040.02,1647335.17,0,0
1946,259,PAYMENT,4883.84,C1586874091,281.0,0.0,M1880382465,0.0,0.0,0,0
1947,164,CASH_OUT,146785.97,C703649313,0.0,0.0,C1543143633,756646.61,903432.58,0,0
1948,353,CASH_IN,78144.57,C675536000,6151566.59,6229711.16,C304245972,772180.34,694035.77,0,0
1949,688,PAYMENT,1362.78,C410179435,14074.0,12711.22,M322610213,0.0,0.0,0,0
1950,374,CASH_IN,133988.29,C1000905050,654691.16,788679.46,C159277723,1291832.35,1157844.06,0,0
1951,204,TRANSFER,1137968.67,C1047143567,0.0,0.0,C1365834356,4933099.43,6071068.1,0,0
1952,207,PAYMENT,66780.79,C1553717072,0.0,0.0,M516272301,0.0,0.0,0,0
1953,397,TRANSFER,94066.6,C1614182189,0.0,0.0,C1641131274,1941052.65,2035119.26,0,0
1954,321,CASH_IN,73488.32,C1201711994,114084.0,187572.32,C1267863957,3253718.52,3180230.21,0,0
1955,309,PAYMENT,2371.29,C409323169,0.0,0.0,M312606159,0.0,0.0,0,0
1956,395,CASH_OUT,314414.9,C1222435978,26712.0,0.0,C177529184,0.0,314414.9,0,0
1957,279,PAYMENT,13475.25,C1056955509,30687.31,17212.06,M378454914,0.0,0.0,0,0
1958,354,PAYMENT,1753.61,C90774237,0.0,0.0,M1290536247,0.0,0.0,0,0
1959,354,CASH_OUT,56623.66,C2008447934,29608.0,0.0,C374387,225320.5,281944.17,0,0
1960,378,CASH_OUT,134109.28,C523048416,20645.0,0.0,C1699313905,0.0,134109.28,0,0
1961,323,CASH_OUT,8650.11,C1649041270,0.0,0.0,C1496302859,3143348.22,3151998.33,0,0
1962,250,PAYMENT,11915.11,C1190150132,0.0,0.0,M1062738740,0.0,0.0,0,0
1963,212,PAYMENT,33191.39,C955936825,0.0,0.0,M821816199,0.0,0.0,0,0
1964,19,CASH_OUT,46867.5,C1196308134,54853.0,7985.5,C1289604665,0.0,46867.5,0,0
1965,281,CASH_IN,29734.19,C1646537992,31128.0,60862.19,C807846141,0.0,0.0,0,0
1966,228,CASH_OUT,259484.03,C871684340,473800.3,214316.27,C365533045,279252.15,538736.17,0,0
1967,253,CASH_OUT,104329.79,C1853868006,0.0,0.0,C749192889,352808.45,457138.24,0,0
1968,303,CASH_IN,167041.02,C1450702456,5365.2,172406.22,C857279060,1602883.19,1435842.17,0,0
1969,201,CASH_IN,124725.84,C243032089,18384480.47,18509206.32,C6379590,197405.93,72680.09,0,0
1970,259,CASH_IN,139497.29,C1073799015,2567433.94,2706931.23,C58512939,206801.04,67303.75,0,0
1971,131,CASH_OUT,201515.84,C920504029,40234.0,0.0,C89332861,288286.04,489801.89,0,0
1972,252,CASH_OUT,73129.21,C677685178,0.0,0.0,C1148152944,183398.64,256527.85,0,0
1973,160,PAYMENT,24280.75,C1227883374,0.0,0.0,M2052631420,0.0,0.0,0,0
1974,137,CASH_OUT,302969.82,C1940614635,2981.0,0.0,C528614333,1656309.34,1959279.16,0,0
1975,398,CASH_OUT,488162.46,C1146834330,0.0,0.0,C1965341080,24540649.11,25028811.57,0,0
1976,23,PAYMENT,16126.3,C63208558,17831.0,1704.7,M638788783,0.0,0.0,0,0
1977,304,CASH_IN,89050.29,C171640208,378880.0,467930.29,C188697746,92584.81,3534.52,0,0
1978,258,CASH_IN,50244.46,C1251276492,14000.0,64244.46,C9813513,843997.47,793753.01,0,0
1979,255,CASH_IN,209581.6,C2048367613,21151.0,230732.6,C2145035720,6775007.13,6565425.53,0,0
1980,278,CASH_IN,116292.04,C308166564,2688201.55,2804493.6,C1199091622,159791.39,43499.35,0,0
1981,8,CASH_OUT,28878.98,C1829628522,0.0,0.0,C2020152163,232756.7,261635.68,0,0
1982,238,CASH_OUT,118387.57,C1578403333,0.0,0.0,C14279000,1211663.61,1330051.19,0,0
1983,137,CASH_IN,128778.74,C1027751434,70411.0,199189.74,C1436954973,0.0,0.0,0,0
1984,232,CASH_OUT,274373.69,C748831450,0.0,0.0,C149108156,712849.56,987223.25,0,0
1985,155,CASH_IN,152102.33,C689394050,6904069.13,7056171.46,C2078376793,919650.64,767548.31,0,0
1986,259,CASH_OUT,174530.17,C1692728577,32923.39,0.0,C1677500951,872279.93,1046810.09,0,0
1987,281,CASH_OUT,263749.39,C309792114,0.0,0.0,C1834829516,2764334.04,3028083.44,0,0
1988,279,PAYMENT,18291.53,C1887831388,7027.0,0.0,M1123664543,0.0,0.0,0,0
1989,353,TRANSFER,2123827.5,C268708482,0.0,0.0,C978174973,2708164.7,4831992.2,0,0
1990,281,TRANSFER,382988.57,C1634935076,3196.0,0.0,C1672648941,599572.64,982561.22,0,0
1991,204,PAYMENT,15580.4,C550423857,23971.0,8390.6,M376488428,0.0,0.0,0,0
1992,163,CASH_OUT,155411.08,C1272498723,0.0,0.0,C1732741834,5647899.61,5803310.69,0,0
1993,18,CASH_IN,73361.19,C1969830412,21305.0,94666.19,C973698465,361257.73,930356.96,0,0
1994,45,CASH_IN,407329.33,C1658311407,1750771.85,2158101.18,C730009595,3353212.31,2945882.98,0,0
1995,193,TRANSFER,88978.43,C1400491410,20786.0,0.0,C812423980,6769727.6,6858706.02,0,0
1996,12,TRANSFER,745948.01,C1387838608,0.0,0.0,C2090186380,2853341.13,3593800.77,0,0
1997,378,TRANSFER,187413.67,C2143777094,0.0,0.0,C1893960543,701562.65,888976.32,0,0
1998,135,PAYMENT,11408.6,C2034178320,0.0,0.0,M1489514318,0.0,0.0,0,0
1999,522,TRANSFER,888461.98,C1248074919,0.0,0.0,C317816906,1488159.7,2376621.68,0,0
2000,10,PAYMENT,412.17,C1822012121,0.0,0.0,M1136461632,0.0,0.0,0,0
2001,187,CASH_OUT,143550.93,C1330882706,0.0,0.0,C183814857,194450.86,338001.79,0,0
2002,346,CASH_IN,108184.03,C1175968226,2644360.68,2752544.71,C863304889,1017595.68,909411.65,0,0
2003,332,CASH_OUT,317331.44,C718246889,85.0,0.0,C1553317986,12551639.21,12868970.66,0,0
2004,300,TRANSFER,151518.28,C2133334635,0.0,0.0,C573791745,183136.67,334654.95,0,0
2005,163,TRANSFER,244238.5,C1141798621,11394.0,0.0,C1620861842,0.0,244238.5,0,0
2006,184,CASH_OUT,12746.75,C1102561812,0.0,0.0,C1337869699,887223.5,899970.25,0,0
2007,379,TRANSFER,361708.45,C947658881,15992.0,0.0,C52880631,194272.22,555980.66,0,0
2008,260,CASH_IN,3393.86,C1923077043,10546200.05,10549593.91,C415607052,1481434.82,1478040.96,0,0
2009,359,CASH_IN,101199.06,C2000121957,1899518.61,2000717.67,C1536895276,201163.4,99964.34,0,0
2010,311,CASH_IN,15449.2,C497149753,7120776.0,7136225.2,C1838221710,1045289.76,1029840.56,0,0
2011,140,CASH_OUT,83304.46,C1200385825,0.0,0.0,C2093886681,136396.36,219700.82,0,0
2012,564,PAYMENT,5120.04,C1166561835,0.0,0.0,M893654027,0.0,0.0,0,0
2013,227,CASH_OUT,84177.14,C1346470696,12122.0,0.0,C559052158,140054.55,224231.69,0,0
2014,188,CASH_OUT,124507.05,C1642572968,571.0,0.0,C2068778958,363669.22,488176.27,0,0
2015,206,CASH_IN,12242.66,C85648445,4538801.6,4551044.26,C1920084587,1691080.28,1678837.62,0,0
2016,202,PAYMENT,3505.79,C2128222143,6241.0,2735.21,M1120697168,0.0,0.0,0,0
2017,21,PAYMENT,17919.33,C721818122,160.0,0.0,M35798606,0.0,0.0,0,0
2018,514,PAYMENT,19442.89,C1492207116,0.0,0.0,M276888007,0.0,0.0,0,0
2019,234,CASH_OUT,254822.77,C307841325,11535.0,0.0,C768296278,0.0,254822.77,0,0
2020,188,CASH_IN,372534.34,C980955421,2209426.58,2581960.92,C1071458955,737834.07,365299.73,0,0
2021,370,PAYMENT,41411.72,C1208272556,0.0,0.0,M27436349,0.0,0.0,0,0
2022,351,CASH_IN,126421.4,C2021549589,1916935.15,2043356.55,C2025476700,895262.11,768840.71,0,0
2023,237,CASH_OUT,52863.66,C2000105029,35660.95,0.0,C783019620,1289253.78,1342117.44,0,0
2024,187,CASH_IN,158704.9,C437278596,1143.0,159847.9,C54741136,8579015.88,8420310.98,0,0
2025,215,PAYMENT,4980.43,C368868258,107323.0,102342.57,M883129271,0.0,0.0,0,0
2026,164,PAYMENT,16935.14,C206564824,186886.0,169950.86,M248412717,0.0,0.0,0,0
2027,370,CASH_IN,218515.01,C1073972157,14621.0,233136.01,C1684604694,0.0,0.0,0,0
2028,259,CASH_IN,253045.33,C261387439,2784549.39,3037594.72,C1120091478,589826.97,336781.65,0,0
2029,332,PAYMENT,64388.16,C1680406222,0.0,0.0,M1748055513,0.0,0.0,0,0
2030,202,PAYMENT,4749.5,C525595440,0.0,0.0,M2062002023,0.0,0.0,0,0
2031,230,CASH_OUT,85889.34,C407574738,10805.0,0.0,C1677910019,0.0,85889.34,0,0
2032,282,CASH_IN,282934.48,C2049971765,6989465.28,7272399.76,C582400060,2635308.52,2352374.04,0,0
2033,203,CASH_OUT,70391.69,C724672785,48272.48,0.0,C1569153718,124747.59,195139.28,0,0
2034,573,PAYMENT,12780.72,C858646704,106975.0,94194.28,M335514000,0.0,0.0,0,0
2035,261,CASH_OUT,133938.73,C580399192,0.0,0.0,C1869657841,258694.86,392633.59,0,0
2036,208,CASH_OUT,124311.68,C1231855149,40541.0,0.0,C1491560163,3476391.89,4356463.35,0,0
2037,251,CASH_IN,150122.5,C1969613272,385198.57,535321.07,C785721759,3006589.47,2856466.97,0,0
2038,140,CASH_OUT,67978.92,C859625722,646.0,0.0,C573915451,0.0,67978.92,0,0
2039,395,PAYMENT,30490.91,C1318127609,394024.46,363533.56,M857498991,0.0,0.0,0,0
2040,228,CASH_IN,512746.25,C288884532,1032967.96,1545714.22,C400929569,543643.9,30897.64,0,0
2041,356,CASH_IN,156633.29,C1254905931,127294.0,283927.29,C90050300,0.0,0.0,0,0
2042,548,CASH_OUT,246602.79,C140423746,0.0,0.0,C1648168997,847063.6,1093666.39,0,0
2043,234,CASH_OUT,62260.8,C1448611066,7097.0,0.0,C572391926,536845.22,599106.02,0,0
2044,44,CASH_IN,117333.11,C1293478375,6091.0,123424.11,C818287672,514315.94,396982.83,0,0
2045,178,PAYMENT,11318.53,C1957779232,0.0,0.0,M1694923895,0.0,0.0,0,0
2046,275,CASH_OUT,224349.61,C1814608116,10569.0,0.0,C130889211,1205176.21,1429525.83,0,0
2047,251,PAYMENT,52765.12,C1551983517,372558.0,319792.88,M503436523,0.0,0.0,0,0
2048,237,PAYMENT,3882.45,C1184867868,86193.58,82311.12,M1534054867,0.0,0.0,0,0
2049,204,CASH_IN,362210.2,C526676633,409979.58,772189.78,C778951665,1011309.02,779927.16,0,0
2050,328,CASH_IN,5000.0,C1315995208,24391898.21,24396898.21,C1319482178,123361.03,118361.03,0,0
2051,202,CASH_IN,148005.52,C136336248,9238212.62,9386218.14,C740453598,229869.45,81863.93,0,0
2052,260,PAYMENT,7969.64,C892066196,10501.0,2531.36,M1718273861,0.0,0.0,0,0
2053,371,CASH_IN,253374.95,C227532273,56554.0,309928.95,C808867302,0.0,0.0,0,0
2054,311,PAYMENT,11035.55,C757998588,37969.0,26933.45,M1480346906,0.0,0.0,0,0
2055,228,PAYMENT,25227.14,C386362487,0.0,0.0,M1247535672,0.0,0.0,0,0
2056,323,CASH_OUT,187169.05,C1115122310,0.0,0.0,C1509318597,735947.67,923116.72,0,0
2057,327,CASH_OUT,217414.15,C530417626,0.0,0.0,C2092463417,775406.65,992820.81,0,0
2058,15,CASH_OUT,282370.76,C2106365553,28900.0,0.0,C942348189,0.0,447013.85,0,0
2059,180,CASH_OUT,200412.28,C84219303,0.0,0.0,C1118560339,392838.61,593250.9,0,0
2060,189,CASH_OUT,84083.23,C700294923,0.0,0.0,C345826790,507380.74,591463.97,0,0
2061,397,PAYMENT,16541.29,C665057517,8546.0,0.0,M1293369023,0.0,0.0,0,0
2062,181,CASH_OUT,17502.21,C1149734241,0.0,0.0,C1837267602,100562.91,118065.12,0,0
2063,140,PAYMENT,19478.52,C851770117,0.0,0.0,M1462901558,0.0,0.0,0,0
2064,257,CASH_OUT,123163.03,C1889771513,199817.0,76653.97,C530664692,903898.6,1027061.63,0,0
2065,330,CASH_OUT,129012.89,C2140907023,270164.62,141151.72,C1299961915,746612.63,875625.52,0,0
2066,694,PAYMENT,802.68,C130586868,32143.0,31340.32,M12989177,0.0,0.0,0,0
2067,301,CASH_IN,374536.49,C1799639356,8871073.48,9245609.97,C1406968003,13671440.03,13296903.53,0,0
2068,332,CASH_OUT,163372.6,C1131088870,0.0,0.0,C110674375,803336.81,966709.41,0,0
2069,235,PAYMENT,10454.9,C980969200,267033.38,256578.48,M1885384078,0.0,0.0,0,0
2070,325,CASH_OUT,263941.57,C717174973,90234.0,0.0,C1326416380,0.0,263941.57,0,0
2071,381,PAYMENT,22376.34,C584193565,0.0,0.0,M708884790,0.0,0.0,0,0
2072,180,PAYMENT,10564.0,C689094887,0.0,0.0,M1309315744,0.0,0.0,0,0
2073,13,CASH_OUT,193862.05,C597836926,21332.0,0.0,C459857341,8037.07,247307.52,0,0
2074,301,PAYMENT,6476.9,C1815886754,11453.0,4976.1,M1203666602,0.0,0.0,0,0
2075,258,PAYMENT,3130.37,C768408886,54477.62,51347.25,M258791140,0.0,0.0,0,0
2076,299,CASH_OUT,37728.17,C763718510,11317.0,0.0,C1024238180,224713.66,262441.84,0,0
2077,323,CASH_IN,167780.63,C352109088,8132.0,175912.63,C1013902622,0.0,0.0,0,0
2078,402,CASH_OUT,72316.24,C66198664,11459.0,0.0,C740564162,1708801.29,1781117.53,0,0
2079,277,PAYMENT,1986.96,C1378517819,2110.0,123.04,M1204551086,0.0,0.0,0,0
2080,183,CASH_OUT,34134.96,C1351711881,0.0,0.0,C1154273170,461114.6,495249.55,0,0
2081,353,CASH_OUT,301195.59,C1979578910,107638.0,0.0,C1178720224,1426104.54,1727300.13,0,0
2082,159,CASH_OUT,423066.65,C1733978915,185569.93,0.0,C1158763555,1639025.75,2062092.4,0,0
2083,255,PAYMENT,7882.12,C752233248,76112.08,68229.96,M362245596,0.0,0.0,0,0
2084,213,PAYMENT,6527.51,C1497356811,495.0,0.0,M1359206783,0.0,0.0,0,0
2085,351,CASH_OUT,19940.11,C1328169251,0.0,0.0,C185428307,5062382.52,5082322.64,0,0
2086,356,CASH_OUT,39699.34,C1166402730,0.0,0.0,C413978261,117049.13,156748.48,0,0
2087,162,CASH_OUT,240367.17,C44360932,0.0,0.0,C1500465916,2123438.31,2363805.47,0,0
2088,17,PAYMENT,7496.36,C148120442,89072.95,81576.58,M1585279905,0.0,0.0,0,0
2089,38,CASH_OUT,755528.66,C821241184,31905.0,0.0,C974301010,694981.78,1450510.44,0,0
2090,185,CASH_OUT,46207.23,C610639447,0.0,0.0,C1195055237,2747229.05,2793436.29,0,0
2091,403,CASH_IN,162930.32,C1570120061,0.0,162930.32,C2112910692,165774.16,2843.84,0,0
2092,309,PAYMENT,17061.41,C1706056270,194783.0,177721.59,M1802469285,0.0,0.0,0,0
2093,257,CASH_OUT,255880.09,C1851406660,46079.0,0.0,C371354491,0.0,255880.09,0,0
2094,397,CASH_OUT,436544.67,C704049730,203104.0,0.0,C2091712884,733362.22,1169906.89,0,0
2095,256,CASH_OUT,50647.76,C1847597746,458.0,0.0,C1094116973,0.0,50647.76,0,0
2096,330,TRANSFER,431496.48,C1528544671,0.0,0.0,C724161493,3413169.19,3844665.66,0,0
2097,203,CASH_IN,153610.9,C895429900,6667321.23,6820932.13,C408217244,207601.15,53990.25,0,0
2098,687,CASH_IN,163077.69,C56569451,16383.0,179460.69,C28480305,0.0,0.0,0,0
2099,404,PAYMENT,5946.18,C1745114753,0.0,0.0,M1927033846,0.0,0.0,0,0
2100,164,CASH_IN,273762.56,C1657023490,1640076.92,1913839.48,C1778727790,380749.19,106986.63,0,0
2101,163,TRANSFER,503656.83,C2125241803,0.0,0.0,C1900750703,1123834.85,1627491.68,0,0
2102,275,CASH_OUT,184107.49,C402009104,326700.45,142592.96,C72436071,1066933.72,1251041.2,0,0
2103,131,CASH_OUT,175638.0,C691092320,0.0,0.0,C100889693,212755.62,388393.62,0,0
2104,188,PAYMENT,4304.41,C1034114283,0.0,0.0,M2105084554,0.0,0.0,0,0
2105,588,CASH_OUT,189243.68,C1524430807,29847.0,0.0,C61195573,0.0,189243.68,0,0
2106,260,CASH_IN,163288.38,C2002422243,31314.0,194602.38,C1268400227,4565544.17,4402255.8,0,0
2107,255,PAYMENT,10533.72,C1608861346,381533.68,370999.96,M1850974483,0.0,0.0,0,0
2108,253,CASH_IN,237477.59,C972839306,10266845.71,10504323.3,C225496442,400290.18,162812.59,0,0
2109,12,PAYMENT,21501.03,C203798059,37808.0,16306.97,M1546682673,0.0,0.0,0,0
2110,36,CASH_IN,406879.43,C1725702858,637.0,407516.43,C1077763653,21276.0,0.0,0,0
2111,203,CASH_OUT,100619.64,C1530324524,0.0,0.0,C94312760,186074.45,286694.09,0,0
2112,236,PAYMENT,593.21,C1895278014,95521.6,94928.39,M1450150878,0.0,0.0,0,0
2113,394,CASH_IN,357672.43,C1179042418,5470000.59,5827673.02,C1907042677,663130.25,305457.81,0,0
2114,204,PAYMENT,20368.79,C733797667,41052.91,20684.12,M642618729,0.0,0.0,0,0
2115,205,CASH_IN,158326.49,C1793404851,4168552.8,4326879.29,C443505070,9476437.75,9028773.14,0,0
2116,330,CASH_IN,18751.33,C1642407547,20056.0,38807.33,C210878083,421646.63,402895.3,0,0
2117,141,CASH_IN,346704.58,C188754337,2477896.11,2824600.69,C45817202,2072601.75,1725897.17,0,0
2118,20,CASH_OUT,312049.86,C1872000524,10273.0,0.0,C110780488,41132.75,556930.59,0,0
2119,37,CASH_OUT,132491.09,C1252776868,22097.0,0.0,C1406083579,415006.92,547498.01,0,0
2120,212,CASH_IN,44380.11,C1905974116,3649.0,48029.11,C1272034317,4871755.12,4827375.02,0,0
2121,35,CASH_OUT,294875.79,C1145008059,17477.0,0.0,C959407685,887055.74,1181931.53,0,0
2122,306,CASH_OUT,293566.65,C1294890487,5048.0,0.0,C659801157,0.0,293566.65,0,0
2123,276,CASH_OUT,167787.52,C1984588281,39429.0,0.0,C1693202857,1013175.38,1180962.91,0,0
2124,9,CASH_OUT,267173.82,C881891630,0.0,0.0,C1467740330,3439268.34,3706442.17,0,0
2125,19,CASH_OUT,83535.57,C643952183,146626.94,63091.37,C573935481,239781.28,323316.85,0,0
2126,131,PAYMENT,7248.91,C1492856366,0.0,0.0,M2118516391,0.0,0.0,0,0
2127,211,PAYMENT,81585.41,C1286810861,209008.21,127422.81,M296631462,0.0,0.0,0,0
2128,234,TRANSFER,2546518.99,C914405872,0.0,0.0,C917769902,3236583.22,5783102.21,0,0
2129,162,PAYMENT,3979.72,C1509775500,0.0,0.0,M28099750,0.0,0.0,0,0
2130,165,CASH_OUT,242848.9,C1783598268,52155.0,0.0,C2040064302,0.0,242848.9,0,0
2131,525,CASH_IN,108846.54,C205655706,11475.0,120321.54,C640599474,109072.52,225.98,0,0
2132,252,CASH_OUT,260331.9,C1267407801,40531.0,0.0,C1337156355,793190.44,1053522.34,0,0
2133,308,TRANSFER,735111.05,C783004471,3078.0,0.0,C731043038,0.0,735111.05,0,0
2134,168,PAYMENT,6150.39,C999171969,13141.0,6990.61,M1879832847,0.0,0.0,0,0
2135,140,CASH_IN,51128.92,C1719141,1824934.42,1876063.35,C1629759278,5678270.67,5627141.75,0,0
2136,297,CASH_OUT,189089.49,C1543339111,12455.0,0.0,C253933426,0.0,189089.49,0,0
2137,44,CASH_OUT,162981.52,C1095604657,29295.0,0.0,C1410932111,74316.43,237297.95,0,0
2138,542,PAYMENT,8959.99,C1458232735,68108.0,59148.01,M1196076002,0.0,0.0,0,0
2139,304,TRANSFER,10000000.0,C1966358752,20856.0,0.0,C273354267,534426.0,33253820.41,0,0
2140,399,CASH_OUT,362431.06,C730028042,47029.0,0.0,C1535048401,0.0,362431.06,0,0
2141,332,TRANSFER,96394.64,C988494718,1318.0,0.0,C1396932572,8848.64,105243.28,0,0
2142,258,PAYMENT,5389.49,C581250253,54119.12,48729.63,M759227591,0.0,0.0,0,0
2143,256,CASH_IN,330437.57,C1592300360,588429.57,918867.15,C1567478191,7698663.88,7368226.31,0,0
2144,22,CASH_OUT,183129.95,C245906237,7428.94,0.0,C1971732851,858960.97,1042090.92,0,0
2145,281,CASH_OUT,293195.58,C809242876,0.0,0.0,C957428247,359009.3,652204.88,0,0
2146,306,PAYMENT,10273.85,C1653666295,11104.0,830.15,M430561764,0.0,0.0,0,0
2147,156,CASH_IN,64700.69,C44659646,2555978.76,2620679.46,C1035686611,3501035.19,3436334.49,0,0
2148,96,PAYMENT,42022.98,C380301996,292431.55,250408.57,M971489276,0.0,0.0,0,0
2149,325,PAYMENT,14738.85,C1750088252,0.0,0.0,M694913458,0.0,0.0,0,0
2150,10,TRANSFER,1266896.62,C442312270,11356.0,0.0,C2108471974,103627.0,1370523.62,0,0
2151,208,CASH_IN,132518.17,C394011494,68525.0,201043.17,C131770751,5315224.79,5182706.63,0,0
2152,226,CASH_IN,43738.56,C1992624560,2093166.46,2136905.02,C459967233,2527042.83,2483304.27,0,0
2153,301,DEBIT,3988.76,C1207600137,107.0,0.0,C1227622960,154955.78,158944.53,0,0
2154,263,PAYMENT,1163.18,C821995835,50452.0,49288.82,M1016783381,0.0,0.0,0,0
2155,236,PAYMENT,94.36,C2079755097,0.0,0.0,M189236095,0.0,0.0,0,0
2156,306,PAYMENT,7096.8,C341942049,0.0,0.0,M1797435684,0.0,0.0,0,0
2157,287,PAYMENT,21617.76,C190854452,0.0,0.0,M1284865248,0.0,0.0,0,0
2158,332,CASH_OUT,167460.5,C1183551041,29927.0,0.0,C625849269,0.0,167460.5,0,0
2159,256,PAYMENT,163.43,C605011561,2357.0,2193.57,M176069136,0.0,0.0,0,0
2160,163,CASH_OUT,18473.79,C665248245,0.0,0.0,C180948998,780156.45,798630.24,0,0
2161,203,PAYMENT,2275.7,C986601310,87210.31,84934.61,M1053481808,0.0,0.0,0,0
2162,18,PAYMENT,18.57,C1256030514,48586.0,48567.43,M1707873569,0.0,0.0,0,0
2163,370,PAYMENT,30240.86,C144509783,0.0,0.0,M1797423056,0.0,0.0,0,0
2164,16,CASH_IN,33219.24,C485564474,3303401.59,3336620.82,C1199406505,648955.85,615736.62,0,0
2165,140,CASH_IN,57784.11,C227307265,167255.9,225040.0,C590199363,298686.38,240902.28,0,0
2166,352,PAYMENT,15192.56,C374466242,18218.0,3025.44,M2070006945,0.0,0.0,0,0
2167,201,CASH_OUT,454289.95,C692976109,1924.0,0.0,C2070332348,0.0,454289.95,0,0
2168,37,CASH_OUT,39062.71,C2070154870,0.0,0.0,C1744610231,279418.67,188039.27,0,0
2169,47,PAYMENT,4391.38,C1785434642,152506.0,148114.62,M1958657076,0.0,0.0,0,0
2170,18,CASH_OUT,265903.27,C647894385,417380.0,151476.73,C1571032050,0.0,265903.27,0,0
2171,375,TRANSFER,379470.52,C902710986,0.0,0.0,C2057468010,401854.77,781325.28,0,0
2172,357,PAYMENT,589.09,C253497530,0.0,0.0,M581447245,0.0,0.0,0,0
2173,161,CASH_IN,153854.33,C968152126,2759570.23,2913424.56,C1391175688,3212918.61,3059064.28,0,0
2174,16,PAYMENT,9958.07,C1359093379,348157.74,338199.67,M1251214613,0.0,0.0,0,0
2175,212,CASH_IN,323311.57,C1472215537,3005980.24,3329291.81,C1927130851,1566187.19,1242875.62,0,0
2176,330,PAYMENT,11613.12,C155640282,207518.35,195905.23,M257339870,0.0,0.0,0,0
2177,231,CASH_IN,369033.21,C1723711882,336.0,369369.21,C1294340998,653260.92,284227.72,0,0
2178,12,PAYMENT,19597.01,C1249178845,10321.0,0.0,M1884692239,0.0,0.0,0,0
2179,324,CASH_OUT,201152.75,C1767553005,0.0,0.0,C2130805214,1241042.8,1442195.55,0,0
2180,38,PAYMENT,17060.1,C1856062810,0.0,0.0,M569268802,0.0,0.0,0,0
2181,592,PAYMENT,4488.6,C1706334561,0.0,0.0,M1759980729,0.0,0.0,0,0
2182,353,CASH_OUT,86933.48,C1459262079,0.0,0.0,C1434086136,1988762.63,2075696.1,0,0
2183,307,PAYMENT,14534.54,C821440833,12426.08,0.0,M2011090875,0.0,0.0,0,0
2184,35,CASH_IN,65345.67,C1740096936,1979558.11,2044903.78,C1140645747,2316689.62,2251343.95,0,0
2185,255,PAYMENT,2903.58,C1125589980,490.0,0.0,M2104957185,0.0,0.0,0,0
2186,182,PAYMENT,19037.37,C2135921851,67670.0,48632.63,M402073007,0.0,0.0,0,0
2187,234,CASH_OUT,45595.62,C1708681648,0.0,0.0,C1164529334,99977.83,145573.45,0,0
2188,546,TRANSFER,1004920.39,C376530166,0.0,0.0,C2019943212,2893753.1,3898673.49,0,0
2189,19,CASH_OUT,190558.4,C324438412,159.0,0.0,C164163741,1105463.38,1296021.77,0,0
2190,230,PAYMENT,22222.7,C1370695512,119474.0,97251.3,M654924610,0.0,0.0,0,0
2191,226,CASH_OUT,264426.06,C820477728,102075.0,0.0,C1694908689,0.0,264426.06,0,0
2192,236,CASH_OUT,15206.66,C342211879,364935.0,349728.34,C421138463,0.0,15206.66,0,0
2193,165,PAYMENT,7474.39,C1554218005,9573.06,2098.67,M1536179326,0.0,0.0,0,0
2194,378,PAYMENT,6522.09,C2023923138,0.0,0.0,M1645286254,0.0,0.0,0,0
